Time Point,SATIRE-M,TSInet
-485.0,1361.024,1361.1285033569336
-4855.0,1360.882,1361.1285033569336
-4865.0,1360.7720000000002,1361.1285033569336
-4875.0,1360.852,1361.1285033569336
-4885.0,1360.987,1361.1285033569336
-4895.0,1361.0610000000001,1361.132381769476
-4905.0,1361.096,1361.1329211425782
-4915.0,1361.066,1361.1329211425782
-4925.0,1360.993,1361.1329211425782
-4935.0,1361.0710000000001,1361.1329211425782
-4945.0,1361.261,1361.1297380800513
-495.0,1361.37,1361.1249274902343
-4955.0,1361.32,1361.1249274902343
-4965.0,1361.254,1361.1249274902343
-4975.0,1361.1670000000001,1361.1249274902343
-4985.0,1361.1860000000001,1361.1249274902343
-4995.0,1361.266,1361.1295832931978
-5.0,1361.283,1361.1299963989259
-5005.0,1361.135,1361.1299963989259
-5015.0,1360.984,1361.1299963989259
-5025.0,1360.94,1361.1299963989259
-5035.0,1361.02,1361.2745915568646
-5045.0,1361.1270000000002,1361.4546026382573
-505.0,1361.254,1361.454602638232
-5055.0,1361.3,1361.4546026382573
-5065.0,1361.229,1361.454602638232
-5075.0,1361.1979999999999,1361.4546026384828
-5085.0,1361.14,1361.3477338667026
-5095.0,1360.993,1361.3434136047363
-5105.0,1360.963,1361.3434136047363
-5115.0,1361.07,1361.3434136047363
-5125.0,1361.203,1361.3434136047363
-5135.0,1361.2920000000001,1361.2378858690151
-5145.0,1361.26,1361.1258466796876
-515.0,1361.066,1361.1258466796876
-5155.0,1360.93,1361.1258466796876
-5165.0,1360.943,1361.1258466796876
-5175.0,1361.01,1361.1258440118409
-5185.0,1361.145,1361.1219805908204
-5195.0,1361.3239999999998,1361.1219805908204
-5205.0,1361.474,1361.1219805908204
-5215.0,1361.545,1361.1219805908204
-5225.0,1361.558,1361.1219805908204
-5235.0,1361.455,1361.3281575616872
-5245.0,1361.296,1361.5160072631836
-525.0,1361.1570000000002,1361.5160072631836
-5255.0,1361.101,1361.5160072631836
-5265.0,1361.181,1361.5160072631836
-5275.0,1361.2979999999998,1361.4979899294167
-5285.0,1361.3429999999998,1361.1240575332768
-5295.0,1361.283,1361.1240575332515
-5305.0,1361.264,1361.1240575332768
-5315.0,1361.336,1361.1240575332515
-5325.0,1361.279,1361.1240575332768
-5335.0,1361.115,1361.1251361805287
-5345.0,1361.059,1361.1259756317138
-535.0,1361.141,1361.125975631739
-5355.0,1361.264,1361.1259756316888
-5365.0,1361.32,1361.1259756317138
-5375.0,1361.239,1361.126723805776
-5385.0,1361.0610000000001,1361.1349770507813
-5395.0,1360.93,1361.1349770507813
-5405.0,1360.974,1361.1349770507813
-5415.0,1361.168,1361.1349770507813
-5425.0,1361.376,1361.1349770507813
-5435.0,1361.411,1361.3339170070283
-5445.0,1361.316,1361.4575150872552
-545.0,1361.2320000000002,1361.4575150872301
-5455.0,1361.213,1361.457515087205
-5465.0,1361.2379999999998,1361.4575150872552
-5475.0,1361.18,1361.4128540517227
-5485.0,1361.158,1361.126679901123
-5495.0,1361.152,1361.126679901123
-55.0,1361.135,1361.126679901123
-5505.0,1361.115,1361.126679901123
-5515.0,1361.164,1361.126679901123
-5525.0,1361.229,1361.1660669129924
-5535.0,1361.2910000000002,1361.1873798217773
-5545.0,1361.3139999999999,1361.1873798217773
-555.0,1361.246,1361.1873798217773
-5555.0,1361.1670000000001,1361.1873798217773
-5565.0,1361.1629999999998,1361.1568676321872
-5575.0,1361.135,1360.998735961914
-5585.0,1361.129,1360.998735961914
-5595.0,1361.144,1360.998735961914
-5605.0,1361.089,1360.998735961914
-5615.0,1361.039,1360.998735961914
-5625.0,1360.973,1361.1129501210921
-5635.0,1360.97,1361.165029144287
-5645.0,1361.082,1361.165029144287
-565.0,1361.207,1361.165029144287
-5655.0,1361.2939999999999,1361.165029144287
-5665.0,1361.3729999999998,1361.1553226867425
-5675.0,1361.356,1361.121223449707
-5685.0,1361.283,1361.121223449707
-5695.0,1361.161,1361.121223449707
-5705.0,1361.0839999999998,1361.121223449707
-5715.0,1361.0410000000002,1361.121223449707
-5725.0,1360.9589999999998,1361.1218715865043
-5735.0,1360.9089999999999,1361.1221153564452
-5745.0,1361.067,1361.1221153564452
-575.0,1361.191,1361.1221153564452
-5755.0,1361.086,1361.1221153564452
-5765.0,1360.979,1361.1255527474766
-5775.0,1360.914,1361.1360206604004
-5785.0,1360.852,1361.1360206604004
-5795.0,1360.818,1361.1360206604004
-5805.0,1360.786,1361.1360206604004
-5815.0,1360.747,1361.1360206604004
-5825.0,1360.726,1361.135397166815
-5835.0,1360.744,1361.1352092285156
-5845.0,1360.807,1361.1352092285156
-585.0,1360.871,1361.1352092285156
-5855.0,1360.899,1361.1352092285156
-5865.0,1360.9720000000002,1361.1304676629388
-5875.0,1361.141,1361.118739715576
-5885.0,1361.2279999999998,1361.118739715576
-5895.0,1361.1979999999999,1361.118739715576
-5905.0,1361.1370000000002,1361.118739715576
-5915.0,1361.0829999999999,1361.118739715576
-5925.0,1361.0610000000001,1361.1221025888271
-5935.0,1361.124,1361.1228983612311
-5945.0,1361.149,1361.1228983612061
-595.0,1361.135,1361.122898361181
-5955.0,1361.124,1361.1228983612311
-5965.0,1361.1470000000002,1361.13914097637
-5975.0,1361.146,1361.1720555419922
-5985.0,1361.07,1361.1720555419922
-5995.0,1361.021,1361.1720555419922
-6005.0,1360.971,1361.1720555419922
-6015.0,1360.9589999999998,1361.1720555419922
-6025.0,1361.033,1361.1352960521374
-6035.0,1361.101,1361.1292371520997
-6045.0,1361.1870000000001,1361.1292371520997
-605.0,1361.3,1361.1292371520997
-6055.0,1361.297,1361.1292371520997
-6065.0,1361.2120000000002,1361.1246347902731
-6075.0,1361.152,1361.1167952270507
-6085.0,1361.1229999999998,1361.1167952270507
-6095.0,1361.11,1361.1167952270507
-6105.0,1361.089,1361.1167952270507
-6115.0,1361.066,1361.1167952270507
-6125.0,1361.0220000000002,1361.647957117067
-6135.0,1360.991,1361.7086272583008
-6145.0,1360.99,1361.7086272583008
-615.0,1361.05,1361.7086272583008
-6155.0,1361.07,1361.7086272583008
-6165.0,1361.004,1361.7346194015042
-6175.0,1360.866,1361.7710034179688
-6185.0,1360.781,1361.7710034179688
-6195.0,1360.7379999999998,1361.7710034179688
-6205.0,1360.744,1361.7710034179688
-6215.0,1360.9029999999998,1361.7710034179688
-6225.0,1361.088,1361.213044879167
-6235.0,1361.106,1361.1753105163575
-6245.0,1361.09,1361.1753105163575
-625.0,1361.055,1361.1753105163575
-6255.0,1360.89,1361.1753105163575
-6265.0,1360.7979999999998,1361.3253558446681
-6275.0,1360.82,1361.5004886169434
-6285.0,1360.931,1361.5004886169434
-6295.0,1361.151,1361.5004886169434
-6305.0,1361.374,1361.5004886169434
-6315.0,1361.368,1361.4806991207508
-6325.0,1361.171,1361.1210602443664
-6335.0,1360.979,1361.1193606262207
-6345.0,1360.8429999999998,1361.1193606262207
-635.0,1360.6860000000001,1361.1193606262207
-6355.0,1360.521,1361.1193606262207
-6365.0,1360.4170000000001,1361.1211918264896
-6375.0,1360.4,1361.1230700683593
-6385.0,1360.399,1361.1230700683593
-6395.0,1360.415,1361.1230700683593
-6405.0,1360.454,1361.1230700683593
-6415.0,1360.486,1361.1232289085408
-6425.0,1360.516,1361.1339498291015
-6435.0,1360.5529999999999,1361.1339498291015
-6445.0,1360.644,1361.1339498291015
-645.0,1360.8470000000002,1361.1339498291015
-6455.0,1361.145,1361.1339498291015
-6465.0,1361.239,1361.127102084869
-6475.0,1360.9979999999998,1361.12114453125
-6485.0,1360.808,1361.12114453125
-6495.0,1360.9070000000002,1361.12114453125
-65.0,1361.155,1361.12114453125
-6505.0,1361.371,1361.1206513478319
-6515.0,1361.442,1361.1122004562
-6525.0,1361.325,1361.112203449247
-6535.0,1361.2939999999999,1361.1122026745857
-6545.0,1361.2920000000001,1361.1121985351479
-655.0,1361.325,1361.1121951385164
-6555.0,1361.3110000000001,1361.1165683812474
-6565.0,1361.191,1361.1197801208496
-6575.0,1361.027,1361.1197801208496
-6585.0,1360.899,1361.1197801208496
-6595.0,1360.9520000000002,1361.1197801208496
-6605.0,1361.082,1361.1550611388407
-6615.0,1361.19,1361.476812347412
-6625.0,1361.2920000000001,1361.476812347412
-6635.0,1361.257,1361.476812347412
-6645.0,1361.1870000000001,1361.476812347412
-665.0,1361.235,1361.476812347412
-6655.0,1361.42,1361.254861635391
-6665.0,1361.467,1361.1203038024903
-6675.0,1361.374,1361.1203038024903
-6685.0,1361.365,1361.1203038024903
-6695.0,1361.306,1361.1203038024903
-6705.0,1361.122,1361.1213737966793
-6715.0,1360.848,1361.1280838623047
-6725.0,1360.692,1361.1280838623047
-6735.0,1360.624,1361.1280838623047
-6745.0,1360.5839999999998,1361.1280838623047
-675.0,1360.516,1361.1280838623047
-6755.0,1360.479,1361.1199420671269
-685.0,1360.546,1361.1157040100097
-695.0,1360.705,1361.1157040100097
-705.0,1360.901,1361.1157040100097
-715.0,1361.024,1361.1157040100097
-725.0,1361.108,1361.1175177587722
-735.0,1361.237,1361.1258586730958
-745.0,1361.339,1361.1258586730958
-75.0,1361.385,1361.1258586730958
-755.0,1361.3270000000002,1361.1258586730958
-765.0,1361.2120000000002,1361.1258586730958
-775.0,1361.174,1361.1223536602615
-785.0,1361.156,1361.1208425559935
-795.0,1361.264,1361.1208425559685
-805.0,1361.351,1361.1208425560185
-815.0,1361.2579999999998,1361.1208425560185
-825.0,1361.223,1361.1199921781274
-835.0,1361.2079999999999,1361.1169649658202
-845.0,1361.14,1361.1169649658202
-85.0,1361.069,1361.1169649658202
-855.0,1361.0529999999999,1361.1169649658202
-865.0,1361.088,1361.1169649658202
-875.0,1361.1870000000001,1361.117157041049
-885.0,1361.2679999999998,1361.1172244262696
-895.0,1361.237,1361.1172244262696
-905.0,1361.175,1361.1172244262696
-915.0,1361.184,1361.1172244262696
-925.0,1361.227,1361.2673028495392
-935.0,1361.269,1361.6794133300782
-945.0,1361.221,1361.6794133300782
-95.0,1361.152,1361.6794133300782
-955.0,1361.152,1361.6794133300782
-965.0,1361.1960000000001,1361.6794133300782
-975.0,1361.221,1361.580086916462
-985.0,1361.181,1361.5526028137208
-995.0,1361.2,1361.5526028137208
1005.0,1361.203,1361.5526028137208
1015.0,1361.214,1361.5526028137208
1025.0,1361.0929999999998,1361.4199901290517
1035.0,1361.013,1361.1214590148925
1045.0,1360.9370000000001,1361.1214590148925
105.0,1360.908,1361.1214590148925
1055.0,1361.01,1361.1214590148925
1065.0,1360.9879999999998,1361.1214590148925
1075.0,1360.914,1361.4533088532164
1085.0,1360.885,1361.52432711792
1095.0,1360.851,1361.52432711792
1105.0,1360.868,1361.52432711792
1115.0,1360.9360000000001,1361.52432711792
1125.0,1361.05,1361.396747834155
1135.0,1361.1429999999998,1361.1631613426396
1145.0,1361.15,1361.1631613426396
115.0,1361.1689999999999,1361.1631613425895
1155.0,1361.19,1361.1631613426146
1165.0,1361.241,1361.1631613426396
1175.0,1361.2820000000002,1361.1161664575195
1185.0,1361.2479999999998,1361.1087563476563
1195.0,1361.154,1361.1087563476563
1205.0,1361.069,1361.1087563476563
1215.0,1360.9560000000001,1361.1087563476563
1225.0,1360.825,1361.113697467317
1235.0,1360.757,1361.1216194456838
1245.0,1360.8139999999999,1361.1216194458343
125.0,1360.9920000000002,1361.1216194458343
1255.0,1361.219,1361.1216194456838
1265.0,1361.4370000000001,1361.1216194459846
1275.0,1361.5520000000001,1361.3966887443646
1285.0,1361.43,1361.4242684936523
1295.0,1361.257,1361.4242684936523
1305.0,1361.149,1361.4242684936523
1315.0,1361.152,1361.4242684936523
1325.0,1361.193,1361.4498971040991
1335.0,1361.2279999999998,1361.4840809020995
1345.0,1361.1779999999999,1361.4840809020995
135.0,1361.101,1361.4840809020995
1355.0,1361.021,1361.4840809020995
1365.0,1360.9470000000001,1361.4840809020995
1375.0,1360.879,1361.5614384856426
1385.0,1360.84,1361.5657513427734
1395.0,1360.858,1361.5657513427734
1405.0,1360.934,1361.5657513427734
1415.0,1360.997,1361.5657513427734
1425.0,1360.997,1361.355332154357
1435.0,1361.05,1361.1205807495116
1445.0,1361.1860000000001,1361.1205807495116
145.0,1361.2939999999999,1361.1205807495116
1455.0,1361.3310000000001,1361.1205807495116
1465.0,1361.3029999999999,1361.120580760799
1475.0,1361.22,1360.9997097768455
1485.0,1361.089,1360.9979686584472
1495.0,1361.0420000000001,1360.9979686584472
15.0,1361.007,1360.9979686584472
1505.0,1360.8970000000002,1360.9979686584472
1515.0,1360.871,1361.0567980750682
1525.0,1360.866,1361.1135394744622
1535.0,1360.842,1361.1135394744872
1545.0,1360.8429999999998,1361.1135394745124
155.0,1360.9029999999998,1361.1135394744622
1555.0,1360.951,1361.113647396073
1565.0,1360.924,1361.1173766784668
1575.0,1360.769,1361.1173766784668
1585.0,1360.582,1361.1173766784668
1595.0,1360.476,1361.1173766784668
1605.0,1360.497,1361.1173766784668
1615.0,1360.605,1361.3207698341098
1625.0,1360.7060000000001,1361.4838212585448
1635.0,1360.749,1361.4838212585448
1645.0,1360.8229999999999,1361.4838212585448
165.0,1360.8770000000002,1361.4838212585448
1655.0,1361.029,1361.48674138809
1665.0,1361.271,1361.5252911682128
1675.0,1361.2089999999998,1361.5252911682128
1685.0,1361.065,1361.5252911682128
1695.0,1360.9979999999998,1361.5252911682128
1705.0,1360.963,1361.5252911682128
1715.0,1361.122,1361.594902803236
1725.0,1361.16,1361.6416524047852
1735.0,1361.1629999999998,1361.6416524047852
1745.0,1361.164,1361.6416524047852
175.0,1361.221,1361.6416524047852
1755.0,1361.257,1361.6257804497957
1765.0,1361.1529999999998,1361.5000584106444
1775.0,1361.104,1361.5000584106444
1785.0,1360.9979999999998,1361.5000584106444
1795.0,1360.859,1361.5000584106444
1805.0,1360.75,1361.5000584106444
1815.0,1360.83,1361.2532765869141
1825.0,1361.026,1361.112983154297
1835.0,1361.2120000000002,1361.112983154297
1845.0,1361.221,1361.112983154297
185.0,1361.274,1361.112983154297
1855.0,1361.226,1361.1135704293447
1865.0,1361.0720000000001,1361.116860687256
1875.0,1360.894,1361.116860687256
1885.0,1360.892,1361.116860687256
195.0,1360.961,1361.116860687256
205.0,1360.818,1361.116860687256
215.0,1360.7520000000002,1361.1199986469676
225.0,1360.5729999999999,1361.12153024292
235.0,1360.463,1361.12153024292
245.0,1360.457,1361.12153024292
25.0,1360.557,1361.12153024292
255.0,1360.707,1361.224543331441
265.0,1360.886,1361.6437305603026
275.0,1361.0420000000001,1361.6437305603026
285.0,1361.119,1361.6437305603026
295.0,1361.096,1361.6437305603026
305.0,1361.024,1361.6437305603026
315.0,1361.007,1361.2674410373302
325.0,1361.089,1361.1197538452147
335.0,1361.0439999999999,1361.1197538452147
345.0,1360.905,1361.1197538452147
35.0,1360.908,1361.1197538452147
355.0,1360.93,1361.0856587572741
365.0,1360.914,1360.9737153320311
375.0,1360.9660000000001,1360.9737153320311
385.0,1361.016,1360.9737153320311
395.0,1360.9160000000002,1360.9737153320311
405.0,1360.88,1360.9737153320311
415.0,1360.88,1361.0481346247257
425.0,1360.954,1361.0718470066436
435.0,1360.95,1361.071862265976
445.0,1360.681,1361.0717725318052
45.0,1360.4879999999998,1361.0718062967796
455.0,1360.4479999999999,1361.0862244246475
465.0,1360.4360000000001,1361.1241838989258
475.0,1360.405,1361.1241838989258
485.0,1360.4029999999998,1361.1241838989258
495.0,1360.451,1361.1241838989258
5.0,1360.58,1361.1241838989258
505.0,1360.818,1361.4498386096275
515.0,1361.06,1361.525728584302
525.0,1361.18,1361.525728584277
535.0,1360.9979999999998,1361.525728584302
545.0,1360.743,1361.525728584277
55.0,1360.6779999999999,1361.3934114380302
555.0,1360.586,1361.1100866088866
565.0,1360.476,1361.1100866088866
575.0,1360.42,1361.1100866088866
585.0,1360.3,1361.1100866088866
595.0,1360.108,1361.1100866088866
605.0,1360.1879999999999,1361.1232387246746
615.0,1360.326,1361.1258122215459
625.0,1360.386,1361.1258122215459
635.0,1360.4279999999999,1361.1258122214958
645.0,1360.4589999999998,1361.1258122215208
65.0,1360.408,1361.1300471991804
655.0,1360.372,1361.137647003174
665.0,1360.374,1361.137647003174
675.0,1360.516,1361.137647003174
685.0,1360.675,1361.137647003174
695.0,1360.7720000000002,1361.137647003174
705.0,1360.8110000000001,1361.420192577682
715.0,1360.848,1361.4534830627442
725.0,1360.925,1361.4534830627442
735.0,1361.036,1361.4534830627442
745.0,1361.0520000000001,1361.4534830627442
75.0,1360.987,1361.323509125107
755.0,1360.884,1361.1324873657227
765.0,1360.717,1361.1324873657227
775.0,1360.6270000000002,1361.1324873657227
785.0,1360.576,1361.1324873657227
795.0,1360.4229999999998,1361.1324873657227
805.0,1360.3570000000002,1361.4975822832916
815.0,1360.315,1361.5221639490667
825.0,1360.2620000000002,1361.5221639492422
835.0,1360.44,1361.5221639490667
845.0,1360.611,1361.522163949217
85.0,1360.932,1361.3117085699798
855.0,1361.161,1361.0525079406739
865.0,1361.134,1361.0525079406236
875.0,1360.977,1361.052507940724
885.0,1361.1129999999998,1361.0525079406739
895.0,1361.296,1361.052507957705
905.0,1361.346,1361.1839317601118
915.0,1360.902,1361.1891138305664
925.0,1360.61,1361.1891138305664
935.0,1360.61,1361.1891138305664
945.0,1360.88,1361.1891138305664
95.0,1361.056,1361.098833617161
955.0,1361.027,1361.0013155974966
965.0,1361.082,1361.0013155974966
975.0,1361.059,1361.001315597622
985.0,1360.989,1361.0013155974464
995.0,1360.785,1361.0016990756742
